Time Stamp,Motor Amps 1,Batt Amps 1,Internal Sensor Speed RPM 1,Ramped Command 1,Motor Command 1,Internal Sensor Speed RPM 2
26/11/2020 11:05:39 PM,25.5,18.4,3072,750,750,-2645
26/11/2020 11:05:39 PM,25.3,18.9,3072,750,750,-2574
26/11/2020 11:05:39 PM,25.4,18.2,3072,750,732,-2645
26/11/2020 11:05:40 PM,24.8,18.1,3174,743,732,-2645
26/11/2020 11:05:40 PM,24,16.8,3174,736,732,-2574
26/11/2020 11:05:40 PM,24,17.4,3072,732,732,-2574
26/11/2020 11:05:40 PM,24.4,17.3,2976,732,732,-2506
26/11/2020 11:05:40 PM,24.4,18.2,2976,732,732,-2574
26/11/2020 11:05:40 PM,25.6,17.8,2976,732,732,-2574
26/11/2020 11:05:40 PM,24.8,18.1,2976,732,732,-2506
26/11/2020 11:05:40 PM,25.3,17.8,2976,732,732,-2645
26/11/2020 11:05:41 PM,24.7,17.6,2976,732,732,-2645
26/11/2020 11:05:41 PM,25.7,18,2976,732,732,-2574
26/11/2020 11:05:41 PM,24.2,17.3,2976,732,732,-2574
26/11/2020 11:05:41 PM,25.2,17.9,2976,732,732,-2574
26/11/2020 11:05:41 PM,24,17,2976,732,732,-2574
26/11/2020 11:05:41 PM,25.8,18.4,2976,732,732,-2574
26/11/2020 11:05:41 PM,24.9,18.1,2976,732,732,-2574
26/11/2020 11:05:41 PM,25.2,18.1,2976,730,559,-2574
26/11/2020 11:05:41 PM,24.7,16.6,2976,723,575,-2574
26/11/2020 11:05:42 PM,23.7,16.9,2976,716,559,-2574
26/11/2020 11:05:42 PM,23.4,16.8,2976,709,545,-2574
26/11/2020 11:05:42 PM,23.4,16.8,2976,701,545,-2506
26/11/2020 11:05:42 PM,23,15.2,2886,694,545,-2506
26/11/2020 11:05:42 PM,23,16.6,2886,687,531,-2442
26/11/2020 11:05:42 PM,23,17.2,2801,680,531,-2442
26/11/2020 11:05:42 PM,22.7,15.9,2801,673,531,-2380
26/11/2020 11:05:42 PM,22.8,14.9,2801,666,517,-2380
26/11/2020 11:05:43 PM,22.8,14.9,2801,659,504,-2380
26/11/2020 11:05:43 PM,22.6,14.8,2721,651,504,-2322
26/11/2020 11:05:43 PM,22.6,14.8,2721,644,504,-2322
26/11/2020 11:05:43 PM,22.6,14.6,2721,637,504,-2267
26/11/2020 11:05:43 PM,22.6,14.4,2721,630,492,-2267
26/11/2020 11:05:43 PM,22.4,14.9,2645,623,481,-2214
26/11/2020 11:05:43 PM,22.5,14.2,2645,616,470,-2214
26/11/2020 11:05:43 PM,22.2,13.7,2645,608,481,-2214
26/11/2020 11:05:44 PM,22.4,14.1,2574,601,470,-2164
26/11/2020 11:05:44 PM,20,13.2,2506,594,460,-2116
26/11/2020 11:05:44 PM,20.9,13.1,2442,587,450,-2116
26/11/2020 11:05:44 PM,21.4,13.1,2380,580,450,-2116
26/11/2020 11:05:44 PM,21.6,13,2442,573,450,-2070
26/11/2020 11:05:44 PM,21.7,12.9,2380,566,440,-2070
26/11/2020 11:05:44 PM,21.6,12.8,2322,558,431,-2070
26/11/2020 11:05:44 PM,21.5,12.5,2322,551,422,-1984
26/11/2020 11:05:45 PM,21.5,12.6,2267,544,431,-1943
26/11/2020 11:05:45 PM,21.5,12.4,2267,537,422,-1943
26/11/2020 11:05:45 PM,21.6,12,2214,530,422,-1943
26/11/2020 11:05:45 PM,21.6,11.6,2214,523,413,-1904
26/11/2020 11:05:45 PM,21.1,12.1,2164,516,398,-1867
26/11/2020 11:05:45 PM,21.3,11.5,2116,508,398,-1867
26/11/2020 11:05:45 PM,20.9,11.6,2116,501,398,-1796
26/11/2020 11:05:45 PM,21,11.2,2070,494,383,-1796
26/11/2020 11:05:45 PM,21.3,11.2,2070,487,383,-1763
26/11/2020 11:05:46 PM,20.5,11,2026,480,383,-1731
26/11/2020 11:05:46 PM,20.8,10.3,1984,473,376,-1731
26/11/2020 11:05:46 PM,20.5,10.8,1943,466,369,-1700
26/11/2020 11:05:46 PM,20.8,10.3,1904,458,363,-1642
26/11/2020 11:05:46 PM,20.7,10.1,1904,451,356,-1642
26/11/2020 11:05:46 PM,20.5,10.2,1831,444,350,-1642
26/11/2020 11:05:46 PM,20.8,10.1,1831,437,344,-1587
26/11/2020 11:05:46 PM,20.5,10,1796,430,333,-1561
26/11/2020 11:05:47 PM,20.2,9.5,1763,423,333,-1536
26/11/2020 11:05:47 PM,20.3,9.6,1731,415,328,-1488
26/11/2020 11:05:47 PM,19.7,9.1,1700,408,318,-1465
26/11/2020 11:05:47 PM,20.2,9.2,1642,401,313,-1465
26/11/2020 11:05:47 PM,20,9.2,1670,394,313,-1421
26/11/2020 11:05:47 PM,19.7,8.9,1642,387,304,-1400
26/11/2020 11:05:47 PM,19.8,9,1614,380,295,-1360
26/11/2020 11:05:47 PM,20,8.6,1587,373,291,-1341
26/11/2020 11:05:48 PM,19.6,8.5,1536,365,283,-1322
26/11/2020 11:05:48 PM,19.5,8.5,1511,358,279,-1287
26/11/2020 11:05:48 PM,19.4,8.2,1443,351,272,-1269
26/11/2020 11:05:48 PM,19.2,8,1421,344,268,-1236
26/11/2020 11:05:48 PM,19.3,7.9,1421,337,261,-1205
26/11/2020 11:05:48 PM,19,7.7,1400,330,258,-1190
26/11/2020 11:05:48 PM,18.6,7.6,1360,323,249,-1161
26/11/2020 11:05:48 PM,18.6,7.2,1322,315,243,-1133
26/11/2020 11:05:49 PM,18.7,7.2,1287,308,240,-1094
26/11/2020 11:05:49 PM,18.3,7.3,1253,301,232,-1070
26/11/2020 11:05:49 PM,18.4,7,1236,294,227,-1058
26/11/2020 11:05:49 PM,18.2,6.9,1190,287,222,-1024
26/11/2020 11:05:49 PM,18,6.7,1175,280,215,-1002
26/11/2020 11:05:49 PM,17.7,6.4,1133,273,208,-971
26/11/2020 11:05:49 PM,17.6,5.8,1107,265,204,-942
26/11/2020 11:05:49 PM,17.4,6.5,1070,258,196,-915
26/11/2020 11:05:49 PM,17.1,6.1,1035,251,189,-890
26/11/2020 11:05:50 PM,17.1,5.9,1013,244,186,-858
26/11/2020 11:05:50 PM,17,5.9,981,237,181,-835
26/11/2020 11:05:50 PM,16.8,5.3,942,230,175,-807
26/11/2020 11:05:50 PM,16.6,5.4,924,222,166,-774
26/11/2020 11:05:50 PM,16.4,5.4,890,215,162,-755
26/11/2020 11:05:50 PM,15.9,5.3,858,208,155,-727
26/11/2020 11:05:50 PM,15.9,5.1,821,201,149,-700
26/11/2020 11:05:50 PM,15.6,5,787,194,145,-670
26/11/2020 11:05:51 PM,15.3,4.9,755,187,138,-643
26/11/2020 11:05:51 PM,15.2,4.9,727,180,131,-614
26/11/2020 11:05:51 PM,15,4.7,695,172,126,-584
26/11/2020 11:05:51 PM,14.6,4.7,670,165,121,-560
26/11/2020 11:05:51 PM,14.2,4.3,630,158,114,-535
26/11/2020 11:05:51 PM,13.8,4.2,606,151,108,-503
26/11/2020 11:05:51 PM,13.6,4.2,573,144,102,-476
26/11/2020 11:05:51 PM,13.3,4,544,137,97,-453
26/11/2020 11:05:52 PM,13,3.8,514,130,90,-423
26/11/2020 11:05:52 PM,12.5,3.6,483,122,85,-400
26/11/2020 11:05:52 PM,12.4,3.4,453,115,79,-372
26/11/2020 11:05:52 PM,11.7,3.3,419,108,73,-343
26/11/2020 11:05:52 PM,11.2,3.2,390,101,67,-316
26/11/2020 11:05:52 PM,10.8,2.9,359,94,62,-291
26/11/2020 11:05:52 PM,10.5,2.8,329,87,55,-261
26/11/2020 11:05:52 PM,9.8,2.8,296,80,49,-235
26/11/2020 11:05:53 PM,9.3,2.6,265,72,43,-208
26/11/2020 11:05:53 PM,8.8,2.6,236,65,38,-183
26/11/2020 11:05:53 PM,8,2.6,208,58,32,-154
26/11/2020 11:05:53 PM,7.7,2.5,177,51,0,-131
26/11/2020 11:05:53 PM,7,2.3,147,44,0,-105
26/11/2020 11:05:53 PM,6.4,3.1,119,37,0,-80
26/11/2020 11:05:53 PM,5.9,3.8,89,29,0,-55
26/11/2020 11:05:53 PM,5.1,1.6,63,22,0,-35
26/11/2020 11:05:53 PM,4.3,1.3,38,15,0,-27
26/11/2020 11:05:54 PM,4.3,1.1,26,8,0,0
26/11/2020 11:05:54 PM,-0.1,0.9,0,1,0,0
26/11/2020 11:05:54 PM,-0.1,1.2,0,0,0,0
26/11/2020 11:05:54 PM,-0.1,1.2,0,0,0,0
26/11/2020 11:05:54 PM,-0.1,1,0,0,0,0
26/11/2020 11:05:54 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:54 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:54 PM,0,-0.2,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:55 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.2,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:56 PM,0,-0.2,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:57 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.2,0,0,0,0
26/11/2020 11:05:58 PM,0,-0.2,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:05:59 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.2,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.2,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.2,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:00 PM,0,-0.2,0,0,0,0
26/11/2020 11:06:01 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:01 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:01 PM,0,-0.2,0,0,0,0
26/11/2020 11:06:01 PM,0,-0.1,0,0,0,0
26/11/2020 11:06:01 PM,0,-0.1,0,0,0,0
